lexit	year	opm
investigate	2023	394.306
investigate	2024	421.072
probe	1975	31.262
probe	1976	36.202
probe	1977	36.213
probe	1978	39.387
probe	1979	50.335
probe	1980	49.417
probe	1981	54.503
probe	1982	59.073
probe	1983	66.008
probe	1984	70.329
probe	1985	81.264
probe	1986	88.332
probe	1987	99.886
probe	1988	109.820
probe	1989	111.216
probe	1990	113.805
probe	1991	116.416
probe	1992	115.318
probe	1993	115.832
probe	1994	105.036
probe	1995	98.634
probe	1996	91.302
probe	1997	87.103
probe	1998	82.027
probe	1999	80.328
probe	2000	73.192
probe	2001	70.204
probe	2002	67.135
probe	2003	67.039
probe	2004	67.191
probe	2005	70.216
probe	2006	66.489
probe	2007	68.377
probe	2008	69.912
probe	2009	68.679
probe	2010	69.466
probe	2011	68.287
probe	2012	65.114
probe	2013	65.202
probe	2014	63.608
probe	2015	64.075
probe	2016	65.165
probe	2017	64.176
probe	2018	65.180
probe	2019	65.161
probe	2020	56.858
probe	2021	51.655
probe	2022	50.454
probe	2023	49.436
probe	2024	52.601
scrutinize	1975	0.242
scrutinize	1976	0.000
scrutinize	1977	0.080
scrutinize	1978	0.309
scrutinize	1979	0.070
scrutinize	1980	0.377
scrutinize	1981	0.058
scrutinize	1982	0.106
scrutinize	1983	0.087
scrutinize	1984	0.196
scrutinize	1985	0.074
scrutinize	1986	0.070
scrutinize	1987	0.131
scrutinize	1988	0.277
scrutinize	1989	0.100
scrutinize	1990	0.263
scrutinize	1991	0.254
scrutinize	1992	0.153
scrutinize	1993	0.210
scrutinize	1994	0.217
scrutinize	1995	0.355
scrutinize	1996	0.297
scrutinize	1997	0.419
scrutinize	1998	0.221
scrutinize	1999	0.411
scrutinize	2000	0.350
scrutinize	2001	0.282
scrutinize	2002	0.322
scrutinize	2003	0.316
scrutinize	2004	0.327
scrutinize	2005	0.388
scrutinize	2006	0.485
scrutinize	2007	0.393
scrutinize	2008	0.385
scrutinize	2009	0.497
scrutinize	2010	0.385
scrutinize	2011	0.505
scrutinize	2012	0.660
scrutinize	2013	0.490
scrutinize	2014	0.535
scrutinize	2015	0.670
scrutinize	2016	0.633
scrutinize	2017	0.708
scrutinize	2018	0.819
scrutinize	2019	0.711
scrutinize	2020	0.894
scrutinize	2021	1.097
scrutinize	2022	1.028
scrutinize	2023	1.457
scrutinize	2024	2.667
study	1975	1026.813
study	1976	1028.790
study	1977	1068.597
study	1978	1094.106
study	1979	1088.517
study	1980	1131.057
study	1981	1145.847
study	1982	1200.720
study	1983	1206.801
study	1984	1235.475
study	1985	1281.494
study	1986	1309.374
study	1987	1345.860
study	1988	1389.093
study	1989	1484.031
study	1990	1539.781
study	1991	1560.996
study	1992	1646.977
study	1993	1731.520
study	1994	1812.022
study	1995	1879.953
study	1996	1953.182
study	1997	2029.867
study	1998	2096.857
study	1999	2162.311
study	2000	2169.167
study	2001	2214.283
study	2002	2262.641
study	2003	2343.893
study	2004	2374.191
study	2005	2451.537
study	2006	2507.373
study	2007	2558.053
study	2008	2603.297
study	2009	2660.843
study	2010	2735.941
study	2011	2809.206
study	2012	2890.310
study	2013	2977.664
study	2014	3051.040
study	2015	3121.377
study	2016	3167.405
study	2017	3183.773
study	2018	3233.598
study	2019	3301.521
study	2020	3315.861
study	2021	3418.679
study	2022	3561.657
study	2023	3639.453
study	2024	3789.463
analyze	1975	11.038
analyze	1976	13.279
analyze	1977	13.299
analyze	1978	15.523
analyze	1979	15.914
analyze	1980	17.730
analyze	1981	15.780
analyze	1982	16.817
analyze	1983	19.008
analyze	1984	21.408
analyze	1985	21.658
analyze	1986	23.427
analyze	1987	23.408
analyze	1988	25.096
analyze	1989	30.623
analyze	1990	29.501
analyze	1991	30.608
analyze	1992	32.061
analyze	1993	35.016
analyze	1994	37.531
analyze	1995	40.886
analyze	1996	42.711
analyze	1997	43.703
analyze	1998	48.062
analyze	1999	49.901
analyze	2000	54.918
analyze	2001	55.981
analyze	2002	58.525
analyze	2003	62.770
analyze	2004	66.818
analyze	2005	71.739
analyze	2006	74.378
analyze	2007	77.649
analyze	2008	80.916
analyze	2009	84.342
analyze	2010	88.335
analyze	2011	90.132
analyze	2012	92.993
analyze	2013	93.745
analyze	2014	99.569
analyze	2015	100.308
analyze	2016	102.446
analyze	2017	102.348
analyze	2018	108.494
analyze	2019	115.585
analyze	2020	125.101
analyze	2021	134.653
analyze	2022	148.136
analyze	2023	143.502
analyze	2024	137.591
examines	1975	8.863
examines	1976	9.125
examines	1977	10.495
examines	1978	14.056
examines	1979	14.161
examines	1980	15.466
examines	1981	16.770
examines	1982	18.839
examines	1983	17.185
examines	1984	19.060
examines	1985	19.363
examines	1986	21.961
examines	1987	21.378
examines	1988	21.520
examines	1989	24.709
examines	1990	25.372
examines	1991	26.690
examines	1992	27.643
examines	1993	27.610
examines	1994	29.461
examines	1995	28.827
examines	1996	29.469
examines	1997	29.873
examines	1998	29.397
examines	1999	30.108
examines	2000	29.459
examines	2001	29.832
examines	2002	30.326
examines	2003	29.640
examines	2004	30.349
examines	2005	30.121
examines	2006	30.062
examines	2007	30.352
examines	2008	30.876
examines	2009	30.192
examines	2010	32.012
examines	2011	31.118
examines	2012	29.358
examines	2013	26.852
examines	2014	27.507
examines	2015	26.362
examines	2016	26.127
examines	2017	24.876
examines	2018	25.350
examines	2019	22.879
examines	2020	23.958
examines	2021	25.311
examines	2022	27.439
examines	2023	29.409
examines	2024	33.230
explores	1975	2.659
explores	1976	1.855
explores	1977	3.125
explores	1978	3.321
explores	1979	3.505
explores	1980	3.898
explores	1981	3.785
explores	1982	4.843
explores	1983	3.949
explores	1984	3.992
explores	1985	3.850
explores	1986	4.399
explores	1987	5.075
explores	1988	4.810
explores	1989	5.438
explores	1990	5.537
explores	1991	5.693
explores	1992	6.342
explores	1993	7.133
explores	1994	8.939
explores	1995	7.833
explores	1996	8.671
explores	1997	8.868
explores	1998	8.851
explores	1999	9.554
explores	2000	10.262
explores	2001	10.406
explores	2002	10.543
explores	2003	11.104
explores	2004	11.720
explores	2005	12.788
explores	2006	13.917
explores	2007	13.071
explores	2008	14.200
explores	2009	15.514
explores	2010	16.072
explores	2011	16.057
explores	2012	15.729
explores	2013	15.945
explores	2014	16.627
explores	2015	16.448
explores	2016	16.755
explores	2017	17.352
explores	2018	18.153
explores	2019	17.968
explores	2020	19.163
explores	2021	22.036
explores	2022	25.661
explores	2023	31.417
explores	2024	47.261
investigates	1975	1.934
investigates	1976	1.558
investigates	1977	2.484
investigates	1978	2.626
investigates	1979	3.015
investigates	1980	2.892
investigates	1981	4.775
investigates	1982	3.459
investigates	1983	3.472
investigates	1984	4.070
investigates	1985	4.961
investigates	1986	5.307
investigates	1987	4.616
investigates	1988	5.488
investigates	1989	5.939
investigates	1990	5.967
investigates	1991	6.315
investigates	1992	7.304
investigates	1993	7.343
investigates	1994	8.169
investigates	1995	8.899
investigates	1996	8.671
investigates	1997	9.321
investigates	1998	9.341
investigates	1999	9.889
investigates	2000	10.724
investigates	2001	11.064
investigates	2002	10.878
investigates	2003	11.226
investigates	2004	12.104
investigates	2005	12.242
investigates	2006	12.819
investigates	2007	13.548
investigates	2008	14.979
investigates	2009	15.199
investigates	2010	15.987
investigates	2011	16.377
investigates	2012	16.229
investigates	2013	17.134
investigates	2014	17.049
investigates	2015	17.711
investigates	2016	17.660
investigates	2017	18.550
investigates	2018	18.576
investigates	2019	18.181
investigates	2020	19.003
investigates	2021	20.959
investigates	2022	24.018
investigates	2023	27.638
investigates	2024	35.095
probes	1975	9.991
probes	1976	14.169
probes	1977	13.940
probes	1978	18.844
probes	1979	23.836
probes	1980	27.601
probes	1981	23.700
probes	1982	31.665
probes	1983	36.411
probes	1984	41.055
probes	1985	51.683
probes	1986	59.074
probes	1987	71.600
probes	1988	79.421
probes	1989	80.994
probes	1990	84.208
probes	1991	84.955
probes	1992	82.580
probes	1993	81.550
probes	1994	74.964
probes	1995	66.853
probes	1996	61.101
probes	1997	53.710
probes	1998	50.860
probes	1999	49.170
probes	2000	46.376
probes	2001	45.293
probes	2002	43.601
probes	2003	41.389
probes	2004	41.482
probes	2005	41.429
probes	2006	39.812
probes	2007	38.483
probes	2008	39.035
probes	2009	37.618
probes	2010	38.217
probes	2011	36.842
probes	2012	34.552
probes	2013	34.406
probes	2014	34.734
probes	2015	31.981
probes	2016	33.228
probes	2017	31.392
probes	2018	31.806
probes	2019	30.634
probes	2020	28.540
probes	2021	25.783
probes	2022	25.716
probes	2023	25.334
probes	2024	26.855
scrutinizes	1975	0.000
scrutinizes	1976	0.000
scrutinizes	1977	0.000
scrutinizes	1978	0.077
scrutinizes	1979	0.000
scrutinizes	1980	0.000
scrutinizes	1981	0.000
scrutinizes	1982	0.000
scrutinizes	1983	0.043
scrutinizes	1984	0.039
scrutinizes	1985	0.074
scrutinizes	1986	0.035
scrutinizes	1987	0.000
scrutinizes	1988	0.031
scrutinizes	1989	0.050
scrutinizes	1990	0.048
scrutinizes	1991	0.046
scrutinizes	1992	0.066
scrutinizes	1993	0.021
scrutinizes	1994	0.039
scrutinizes	1995	0.037
scrutinizes	1996	0.035
scrutinizes	1997	0.017
scrutinizes	1998	0.047
scrutinizes	1999	0.076
scrutinizes	2000	0.028
scrutinizes	2001	0.027
scrutinizes	2002	0.077
scrutinizes	2003	0.012
scrutinizes	2004	0.068
scrutinizes	2005	0.031
scrutinizes	2006	0.040
scrutinizes	2007	0.019
scrutinizes	2008	0.026
scrutinizes	2009	0.041
scrutinizes	2010	0.054
scrutinizes	2011	0.043
scrutinizes	2012	0.045
scrutinizes	2013	0.024
scrutinizes	2014	0.073
scrutinizes	2015	0.087
scrutinizes	2016	0.089
scrutinizes	2017	0.090
scrutinizes	2018	0.064
scrutinizes	2019	0.107
scrutinizes	2020	0.077
scrutinizes	2021	0.117
scrutinizes	2022	0.172
scrutinizes	2023	0.321
scrutinizes	2024	0.766
studies	1975	822.160
studies	1976	795.777
studies	1977	789.390
studies	1978	815.463
studies	1979	800.948
studies	1980	791.865
studies	1981	815.509
studies	1982	813.448
studies	1983	826.595
studies	1984	833.264
studies	1985	834.745
studies	1986	846.800
studies	1987	858.935
studies	1988	845.757
studies	1989	834.424
studies	1990	850.864
studies	1991	848.513
studies	1992	872.159
studies	1993	889.646
studies	1994	894.319
studies	1995	901.970
studies	1996	913.039
studies	1997	925.097
studies	1998	942.362
studies	1999	959.279
studies	2000	991.622
studies	2001	1002.192
studies	2002	1006.801
studies	2003	1019.948
studies	2004	1032.046
studies	2005	1053.928
studies	2006	1067.395
studies	2007	1088.535
studies	2008	1103.779
studies	2009	1123.698
studies	2010	1153.741
studies	2011	1177.275
studies	2012	1205.377
studies	2013	1230.217
studies	2014	1261.031
studies	2015	1275.518
studies	2016	1278.629
studies	2017	1297.539
studies	2018	1296.779
studies	2019	1292.342
studies	2020	1299.828
studies	2021	1326.801
studies	2022	1336.234
studies	2023	1379.959
studies	2024	1357.043
analyzes	1975	2.417
analyzes	1976	2.374
analyzes	1977	3.205
analyzes	1978	3.475
analyzes	1979	4.206
analyzes	1980	5.658
analyzes	1981	4.193
analyzes	1982	3.991
analyzes	1983	3.472
analyzes	1984	4.188
analyzes	1985	3.406
analyzes	1986	3.631
analyzes	1987	4.092
analyzes	1988	4.039
analyzes	1989	5.288
analyzes	1990	5.323
analyzes	1991	4.333
analyzes	1992	3.915
analyzes	1993	4.595
analyzes	1994	3.947
analyzes	1995	4.225
analyzes	1996	4.606
analyzes	1997	4.610
analyzes	1998	4.552
analyzes	1999	4.503
analyzes	2000	4.236
analyzes	2001	4.262
analyzes	2002	4.653
analyzes	2003	4.646
analyzes	2004	4.855
analyzes	2005	4.882
analyzes	2006	5.058
analyzes	2007	4.996
analyzes	2008	5.664
analyzes	2009	5.613
analyzes	2010	6.136
analyzes	2011	6.286
analyzes	2012	5.777
analyzes	2013	6.156
analyzes	2014	6.557
analyzes	2015	6.256
analyzes	2016	6.260
analyzes	2017	6.072
analyzes	2018	6.787
analyzes	2019	7.333
analyzes	2020	8.618
analyzes	2021	9.744
analyzes	2022	13.169
analyzes	2023	11.888
analyzes	2024	10.715
