lexit	year	opm
stress	2021	485.716
stress	2022	495.556
stress	2023	486.936
stress	2024	503.811
underlines	1975	1.209
underlines	1976	1.410
underlines	1977	2.083
underlines	1978	1.390
underlines	1979	2.804
underlines	1980	1.823
underlines	1981	1.922
underlines	1982	1.809
underlines	1983	1.779
underlines	1984	1.526
underlines	1985	1.592
underlines	1986	1.885
underlines	1987	1.866
underlines	1988	1.912
underlines	1989	2.055
underlines	1990	2.196
underlines	1991	1.913
underlines	1992	2.012
underlines	1993	1.804
underlines	1994	2.427
underlines	1995	2.356
underlines	1996	2.303
underlines	1997	2.447
underlines	1998	2.387
underlines	1999	2.647
underlines	2000	2.601
underlines	2001	2.527
underlines	2002	2.603
underlines	2003	2.578
underlines	2004	2.879
underlines	2005	3.234
underlines	2006	2.712
underlines	2007	3.200
underlines	2008	3.344
underlines	2009	3.469
underlines	2010	3.176
underlines	2011	3.143
underlines	2012	3.350
underlines	2013	3.371
underlines	2014	3.507
underlines	2015	3.174
underlines	2016	3.310
underlines	2017	3.363
underlines	2018	3.170
underlines	2019	3.369
underlines	2020	3.324
underlines	2021	3.465
underlines	2022	3.422
underlines	2023	3.494
underlines	2024	3.763
emphasizes	1975	11.602
emphasizes	1976	12.166
emphasizes	1977	12.578
emphasizes	1978	12.434
emphasizes	1979	12.899
emphasizes	1980	13.517
emphasizes	1981	11.821
emphasizes	1982	10.750
emphasizes	1983	10.893
emphasizes	1984	10.684
emphasizes	1985	10.218
emphasizes	1986	10.858
emphasizes	1987	11.262
emphasizes	1988	10.020
emphasizes	1989	11.302
emphasizes	1990	11.266
emphasizes	1991	10.372
emphasizes	1992	10.344
emphasizes	1993	10.931
emphasizes	1994	10.261
emphasizes	1995	11.273
emphasizes	1996	9.875
emphasizes	1997	9.522
emphasizes	1998	9.894
emphasizes	1999	9.387
emphasizes	2000	9.032
emphasizes	2001	9.962
emphasizes	2002	9.447
emphasizes	2003	9.000
emphasizes	2004	9.292
emphasizes	2005	9.470
emphasizes	2006	9.503
emphasizes	2007	9.843
emphasizes	2008	10.260
emphasizes	2009	10.307
emphasizes	2010	9.820
emphasizes	2011	10.467
emphasizes	2012	10.132
emphasizes	2013	10.285
emphasizes	2014	10.672
emphasizes	2015	9.985
emphasizes	2016	10.025
emphasizes	2017	9.614
emphasizes	2018	9.714
emphasizes	2019	10.026
emphasizes	2020	10.235
emphasizes	2021	11.151
emphasizes	2022	12.138
emphasizes	2023	18.454
emphasizes	2024	30.135
stresses	1975	14.745
stresses	1976	14.095
stresses	1977	13.780
stresses	1978	12.279
stresses	1979	13.881
stresses	1980	14.901
stresses	1981	14.325
stresses	1982	15.593
stresses	1983	13.366
stresses	1984	12.759
stresses	1985	12.958
stresses	1986	13.791
stresses	1987	11.884
stresses	1988	12.456
stresses	1989	13.182
stresses	1990	13.868
stresses	1991	12.953
stresses	1992	13.362
stresses	1993	14.539
stresses	1994	14.227
stresses	1995	13.741
stresses	1996	13.574
stresses	1997	14.350
stresses	1998	16.137
stresses	1999	17.176
stresses	2000	18.176
stresses	2001	17.141
stresses	2002	17.786
stresses	2003	17.781
stresses	2004	19.149
stresses	2005	18.677
stresses	2006	20.639
stresses	2007	21.145
stresses	2008	22.464
stresses	2009	22.187
stresses	2010	23.024
stresses	2011	23.289
stresses	2012	24.023
stresses	2013	24.868
stresses	2014	25.177
stresses	2015	26.732
stresses	2016	26.430
stresses	2017	26.298
stresses	2018	25.179
stresses	2019	26.559
stresses	2020	25.738
stresses	2021	25.913
stresses	2022	27.959
stresses	2023	23.970
stresses	2024	25.295
